Date,ODA.AFG_NGDP_R - Value,ODA.ALB_NGDP_R - Value,ODA.DZA_NGDP_R - Value,ODA.AGO_NGDP_R - Value,ODA.ATG_NGDP_R - Value,ODA.ARG_NGDP_R - Value,ODA.ARM_NGDP_R - Value,ODA.AUS_NGDP_R - Value,ODA.AUT_NGDP_R - Value,ODA.AZE_NGDP_R - Value,ODA.BHR_NGDP_R - Value,ODA.BGD_NGDP_R - Value,ODA.BRB_NGDP_R - Value,ODA.BLR_NGDP_R - Value,ODA.BEL_NGDP_R - Value,ODA.BLZ_NGDP_R - Value,ODA.BEN_NGDP_R - Value,ODA.BTN_NGDP_R - Value,ODA.BOL_NGDP_R - Value,ODA.BIH_NGDP_R - Value,ODA.BWA_NGDP_R - Value,ODA.BRA_NGDP_R - Value,ODA.BRN_NGDP_R - Value,ODA.BGR_NGDP_R - Value,ODA.BFA_NGDP_R - Value,ODA.BDI_NGDP_R - Value,ODA.KHM_NGDP_R - Value,ODA.CMR_NGDP_R - Value,ODA.CAN_NGDP_R - Value,ODA.CPV_NGDP_R - Value,ODA.CAF_NGDP_R - Value,ODA.TCD_NGDP_R - Value,ODA.CHL_NGDP_R - Value,ODA.CHN_NGDP_R - Value,ODA.COL_NGDP_R - Value,ODA.COM_NGDP_R - Value,ODA.COD_NGDP_R - Value,ODA.COG_NGDP_R - Value,ODA.CRI_NGDP_R - Value,ODA.HRV_NGDP_R - Value,ODA.CYP_NGDP_R - Value,ODA.CZE_NGDP_R - Value,ODA.DNK_NGDP_R - Value,ODA.DJI_NGDP_R - Value,ODA.DMA_NGDP_R - Value,ODA.DOM_NGDP_R - Value,ODA.ECU_NGDP_R - Value,ODA.EGY_NGDP_R - Value,ODA.SLV_NGDP_R - Value,ODA.GNQ_NGDP_R - Value,ODA.ERI_NGDP_R - Value,ODA.EST_NGDP_R - Value,ODA.ETH_NGDP_R - Value,ODA.FJI_NGDP_R - Value,ODA.FIN_NGDP_R - Value,ODA.FRA_NGDP_R - Value,ODA.GAB_NGDP_R - Value,ODA.GMB_NGDP_R - Value,ODA.GEO_NGDP_R - Value,ODA.DEU_NGDP_R - Value,ODA.GHA_NGDP_R - Value,ODA.GRC_NGDP_R - Value,ODA.GRD_NGDP_R - Value,ODA.GTM_NGDP_R - Value,ODA.GIN_NGDP_R - Value,ODA.GNB_NGDP_R - Value,ODA.GUY_NGDP_R - Value,ODA.HTI_NGDP_R - Value,ODA.HND_NGDP_R - Value,ODA.HKG_NGDP_R - Value,ODA.HUN_NGDP_R - Value,ODA.ISL_NGDP_R - Value,ODA.IND_NGDP_R - Value,ODA.IDN_NGDP_R - Value,ODA.IRN_NGDP_R - Value,ODA.IRQ_NGDP_R - Value,ODA.IRL_NGDP_R - Value,ODA.ISR_NGDP_R - Value,ODA.ITA_NGDP_R - Value,ODA.CIV_NGDP_R - Value,ODA.JAM_NGDP_R - Value,ODA.JPN_NGDP_R - Value,ODA.JOR_NGDP_R - Value,ODA.KAZ_NGDP_R - Value,ODA.KEN_NGDP_R - Value,ODA.KIR_NGDP_R - Value,ODA.KWT_NGDP_R - Value,ODA.KGZ_NGDP_R - Value,ODA.LAO_NGDP_R - Value,ODA.LVA_NGDP_R - Value,ODA.LBN_NGDP_R - Value,ODA.LSO_NGDP_R - Value,ODA.LBR_NGDP_R - Value,ODA.LBY_NGDP_R - Value,ODA.LTU_NGDP_R - Value,ODA.LUX_NGDP_R - Value,ODA.MKD_NGDP_R - Value,ODA.MDG_NGDP_R - Value,ODA.MWI_NGDP_R - Value,ODA.MYS_NGDP_R - Value,ODA.MDV_NGDP_R - Value,ODA.MLI_NGDP_R - Value,ODA.MLT_NGDP_R - Value,ODA.MRT_NGDP_R - Value,ODA.MUS_NGDP_R - Value,ODA.MEX_NGDP_R - Value,ODA.MDA_NGDP_R - Value,ODA.MNG_NGDP_R - Value,ODA.MNE_NGDP_R - Value,ODA.MAR_NGDP_R - Value,ODA.MOZ_NGDP_R - Value,ODA.MMR_NGDP_R - Value,ODA.NAM_NGDP_R - Value,ODA.NPL_NGDP_R - Value,ODA.NLD_NGDP_R - Value,ODA.NZL_NGDP_R - Value,ODA.NIC_NGDP_R - Value,ODA.NER_NGDP_R - Value,ODA.NGA_NGDP_R - Value,ODA.NOR_NGDP_R - Value,ODA.OMN_NGDP_R - Value,ODA.PAK_NGDP_R - Value,ODA.PAN_NGDP_R - Value,ODA.PNG_NGDP_R - Value,ODA.PRY_NGDP_R - Value,ODA.PER_NGDP_R - Value,ODA.PHL_NGDP_R - Value,ODA.POL_NGDP_R - Value,ODA.PRT_NGDP_R - Value,ODA.QAT_NGDP_R - Value,ODA.ROU_NGDP_R - Value,ODA.RUS_NGDP_R - Value,ODA.RWA_NGDP_R - Value,ODA.KNA_NGDP_R - Value,ODA.LCA_NGDP_R - Value,ODA.VCT_NGDP_R - Value,ODA.WSM_NGDP_R - Value,ODA.SMR_NGDP_R - Value,ODA.STP_NGDP_R - Value,ODA.SAU_NGDP_R - Value,ODA.SEN_NGDP_R - Value,ODA.SRB_NGDP_R - Value,ODA.SYC_NGDP_R - Value,ODA.SLE_NGDP_R - Value,ODA.SGP_NGDP_R - Value,ODA.SVK_NGDP_R - Value,ODA.SVN_NGDP_R - Value,ODA.SLB_NGDP_R - Value,ODA.ZAF_NGDP_R - Value,ODA.KOR_NGDP_R - Value,ODA.SSD_NGDP_R - Value,ODA.ESP_NGDP_R - Value,ODA.LKA_NGDP_R - Value,ODA.SDN_NGDP_R - Value,ODA.SUR_NGDP_R - Value,ODA.SWZ_NGDP_R - Value,ODA.SWE_NGDP_R - Value,ODA.CHE_NGDP_R - Value,ODA.SYR_NGDP_R - Value,ODA.TJK_NGDP_R - Value,ODA.TZA_NGDP_R - Value,ODA.THA_NGDP_R - Value,ODA.BHS_NGDP_R - Value,ODA.TLS_NGDP_R - Value,ODA.TGO_NGDP_R - Value,ODA.TON_NGDP_R - Value,ODA.TTO_NGDP_R - Value,ODA.TUN_NGDP_R - Value,ODA.TUR_NGDP_R - Value,ODA.TKM_NGDP_R - Value,ODA.TUV_NGDP_R - Value,ODA.ARE_NGDP_R - Value,ODA.UGA_NGDP_R - Value,ODA.GBR_NGDP_R - Value,ODA.UKR_NGDP_R - Value,ODA.URY_NGDP_R - Value,ODA.USA_NGDP_R - Value,ODA.UZB_NGDP_R - Value,ODA.VUT_NGDP_R - Value,ODA.VEN_NGDP_R - Value,ODA.VNM_NGDP_R - Value,ODA.YEM_NGDP_R - Value,ODA.ZMB_NGDP_R - Value,ODA.ZWE_NGDP_R - Value
1995-12-31,,288.614,3473.578,340.733,1.608,243.186,983.622,859.109,193.226,4.011,4.565,2318.761,0.842,53543.176,274.499,1.242,1325.998,14.316,18.877,,31.036,705.642,9.684,35.849,1364.488,1101.662,9895.862,5245.788,1082.874,51.367,660.161,1539.774,53738.189,3449.673,272056.879,100.282,5741.984,779.1,1118.984,181.555,9.501,2328.028,1261.19,68.677,0.82,157.842,35.744,265.518,6.479,161.817,6.448,5.727,146.196,3.633,104.558,1387.623,3685.182,11.148,4.558,1969.929,10.89,133.678,1.11,120.579,5027.836,297.053,213.432,11.603,91.862,1087.618,15527.983,538.723,19058.993,1349376.509,264326.494,,76.54,483.253,1244.539,6396.14,689.556,455457.9,4.628,5756.471,865.249,0.116,10.529,16.146,11974.84,6.827,21765.918,5.858,,28.884,39.615,18.861,235.985,4359.666,331.958,342.982,6.532,818.625,,220.774,96.656,8026.898,6.48,1941.47,,325.369,41.835,,22.789,330.289,394.332,94.446,76.715,1012.935,4021.02,1956.103,6.408,4655.373,8.682,7.467,16015.23,107.064,3005.541,649.041,123.692,49.338,231.401,22931.469,685.048,0.96,2.175,0.916,0.674,,566.393,578.683,2725.03,,3.873,5026.149,124.988,32.836,15.019,3.036,1134.582,539423.9,,697.271,1275.813,18.502,5.177,9.194,2322.174,405.453,889.039,0.065,7040.678,2941.736,5.235,,829.337,0.645,35.476,25.765,59.183,6.92,,477.131,7558.691,1050.837,473.36,375.723,10163.7,302.79,37.124,39.509,797064.23,199.596,8.817,
1994-12-31,,265.027,3344.877,296.29,1.692,250.308,910.484,834.28,188.204,4.612,4.479,2213.194,0.825,60217.958,268.105,1.234,1250.408,13.501,18.034,,28.736,675.793,9.269,36.432,1290.707,1196.408,9296.873,5077.99,1054.01,47.787,629.195,1551.8,48637.432,3109.916,258603.209,96.788,5704.295,749.24,1076.765,170.26,8.643,,1223.682,71.159,0.807,149.622,34.956,254.123,6.089,137.733,6.302,5.606,137.763,3.462,100.572,1359.784,3510.571,11.54,4.442,1935.562,10.466,130.929,1.08,115.481,4803.051,284.493,203.162,10.558,88.261,1063.236,15143.167,538.095,17717.019,1246882.31,257495.935,,69.84,440.707,1209.618,6058.574,672.598,446779.9,4.358,6270.665,829.682,0.117,10.386,17.131,11186.739,6.973,20438.867,5.756,,32.972,,18.595,238.61,4287.693,291.627,312.285,6.084,799.796,,201.033,92.542,8517.387,6.574,1825.094,,348.284,40.919,,22.077,319.217,382.416,90.645,72.432,1084.644,4033.422,1877.276,6.113,4431.073,8.533,7.733,14992.331,98.577,2871.206,608.128,120.902,48.182,215.983,23911.855,550.058,0.927,2.129,0.846,0.633,,555.287,577.52,2586.314,,3.854,5586.161,116.508,30.439,14.428,2.757,1100.3,495199.4,,669.666,1207.837,17.961,5.121,8.763,2234.18,403.513,843.305,0.074,6797.957,2692.973,5.076,,776.745,0.617,34.126,25.174,55.213,7.456,,447.675,6791.733,1014.974,538.78,381.242,9894.7,305.54,36.755,38.007,727643.546,188.887,9.073,
1993-12-31,,242.255,3375.254,292.374,1.594,236.52,863.837,796.847,183.789,5.742,4.34,2117.621,0.809,68197.008,259.724,1.232,1225.645,13.043,17.23,,28.964,641.569,8.986,37.818,1273.954,1244.045,8593.779,5207.927,1005.693,44.69,605.071,1470.984,46029.21,2750.174,245943.638,102.18,5933.753,792.789,1028.138,160.774,8.162,,1159.609,71.836,0.79,146.254,33.529,243.909,5.742,118.055,5.212,5.7,133.122,3.295,97.062,1329.896,3384.898,11.114,,1887.848,10.115,128.362,1.049,111.559,4618.289,275.797,187.278,11.943,89.426,1002.927,14709.651,519.353,16610.911,1159459.733,258401.767,,65.953,411.834,1184.147,6048.207,660.219,442954.64,4.151,7173.013,809.2,0.115,9.562,21.362,10342.754,6.823,18919.661,5.447,,32.346,,17.911,242.984,4289.499,325.162,285.946,5.659,772.285,,207.381,88.265,8132.915,9.513,1786.954,,315.595,38.545,,20.999,294.973,371.418,85.689,68.983,1042.88,3997.058,1786.875,5.887,4245.602,8.296,7.299,14235.309,87.375,2750.524,577.854,119.128,47.508,207.812,27390.441,946.58,0.88,2.095,0.871,0.595,,543.333,573.706,2586.762,,3.951,5397.258,105.366,28.661,13.702,2.551,1065.83,455264.2,,654.389,1129.391,17.604,4.959,8.558,2147.989,398.454,799.085,0.094,6693.075,2470.908,4.943,,681.748,0.605,32.951,24.398,58.399,9.016,,416.974,6381.564,967.071,697.594,355.367,9510.775,322.299,33.695,38.922,668583.184,176.99,10.463,
1992-12-31,,221.035,3447.743,384.619,1.517,222.605,1005.093,765.858,182.826,7.466,4.033,2029.853,0.803,73806.286,262.247,1.16,1158.059,12.64,16.524,,27.842,612.973,8.959,42.793,1231.333,1326.788,8259.91,5377.762,982.712,41.646,613.903,1502.139,43047.764,2413.189,232658.46,99.198,6857.317,800.632,957.176,174.754,8.105,,1160.649,76.957,0.775,136.402,32.871,237.035,5.348,106.324,4.617,,117.43,3.211,97.846,1338.83,3256.383,10.473,,1907.145,9.664,130.449,1.074,107.832,4396.34,270.254,173.082,12.562,84.182,945.772,14794.885,512.62,15857.554,1073610.669,262538.835,,64.462,396.867,1194.332,5353.066,645.94,442198.204,3.973,7899.794,809.967,0.114,7.148,24.556,9769.589,7.7,17681.972,5.273,,33.611,,17.189,262.685,4201.275,296.432,260.198,5.368,743.775,,195.876,80.041,7929.094,9.629,1845.432,,318.829,35.438,,21.345,284.046,366.805,81.435,69.26,1027.981,3915.215,1739.122,5.546,4158.407,7.867,6.175,13565.66,83.401,2693.521,554.098,119.953,48.146,204.686,30000.483,1056.193,0.835,2.044,0.856,0.585,,537.422,573.553,2553.546,,3.682,5394.329,94.516,,13.328,2.453,1052.842,428164.0,,663.1,1083.042,16.58,5.347,8.307,2156.615,398.956,743.967,0.106,6613.303,2282.572,4.928,,814.791,0.606,33.437,23.875,54.052,10.018,,417.094,5895.65,934.454,818.766,346.167,9256.675,330.042,33.449,38.815,618611.54,170.179,10.471,
1991-12-31,,238.185,3393.448,408.466,1.504,201.819,,745.648,179.077,,3.765,1936.86,0.851,,258.293,1.035,1124.791,12.382,16.256,,27.901,615.849,8.552,46.731,1228.474,1313.554,7714.552,5546.953,974.186,40.415,634.354,1467.047,38363.845,2112.372,222952.758,91.401,7658.528,780.253,876.92,,7.411,,1138.165,76.95,0.755,123.426,31.725,236.326,4.973,78.907,,,128.913,3.026,101.382,1319.332,3360.102,10.029,,1878.895,9.285,129.542,1.074,103.048,4257.029,267.442,160.621,12.851,79.699,891.456,15262.558,530.519,15033.366,1008466.476,251833.228,,62.234,370.368,1184.451,5366.482,628.483,438605.891,3.474,,818.812,0.114,4.744,,9130.511,,16921.381,4.911,,34.548,,16.881,,4152.242,319.889,238.963,5.042,768.641,,192.466,72.491,7655.833,,2033.678,,332.214,37.395,,19.534,272.838,360.652,80.83,68.984,1099.638,3898.307,1679.767,5.112,3865.782,7.271,5.425,13339.367,83.76,2684.458,543.058,116.312,43.246,224.353,,990.8,0.81,1.888,0.8,0.562,,533.686,548.182,2522.204,,3.435,5970.235,88.307,,,2.176,1075.833,404824.9,,657.507,1035.3,17.264,5.358,8.056,2182.421,399.131,656.946,,6574.908,2111.862,5.1,,842.416,0.63,33.997,22.146,51.0,,,404.572,5736.21,922.51,,320.728,8938.875,,32.606,36.597,569100.445,157.271,10.26,
1990-12-31,,330.812,3434.663,404.456,1.464,182.645,,754.818,173.119,,3.681,1858.729,0.886,,253.644,0.929,1079.187,11.804,15.443,,26.262,609.561,8.291,52.363,1126.317,1241.767,7170.185,5763.909,995.003,39.856,647.321,1328.819,35540.263,1934.78,217787.02,96.613,8364.993,762.0,857.514,,7.356,,1123.554,,0.739,122.271,30.181,231.465,4.801,79.722,,,138.941,3.111,107.869,1305.76,3166.218,9.817,,1789.23,8.84,125.647,1.047,99.977,4195.984,254.467,151.493,12.691,77.189,843.427,17322.564,531.709,14876.15,942929.454,223664.17,,61.229,354.021,1167.693,5364.336,623.284,424494.255,3.419,,807.99,0.117,8.041,,8779.448,,12244.125,4.799,,29.872,,15.538,,4431.722,294.205,218.137,4.717,704.84,,192.466,68.142,7347.7,,2239.701,,310.777,35.095,,18.543,256.508,352.065,81.894,69.091,1072.924,3922.543,1629.045,4.821,3667.141,6.645,4.952,13013.047,82.032,2700.073,583.968,112.52,43.977,257.661,,1035.318,0.792,1.891,0.789,0.576,,527.353,502.44,2459.348,,3.343,6488.857,82.928,,,2.053,1086.901,368985.8,,641.311,962.607,15.707,5.213,7.917,2206.237,402.82,593.303,,6441.452,1953.4,5.373,,840.513,0.595,33.109,21.314,50.532,,,396.09,5635.979,934.589,,309.766,8945.425,,31.611,33.352,537856.45,147.959,10.329,
1989-12-31,,367.569,3392.201,418.909,1.431,185.121,,738.126,165.909,,3.431,1776.943,0.916,,245.928,0.835,990.296,10.819,14.759,,24.141,636.076,8.202,57.605,1133.15,1200.259,7090.918,6142.346,993.087,39.582,672.929,1287.59,34281.67,1863.249,208844.311,91.933,8953.058,754.43,827.717,,6.849,,1105.78,,0.695,129.324,29.3,226.152,4.58,81.149,,,135.418,2.94,107.299,1272.42,3011.241,9.288,,1692.367,8.554,125.647,0.996,96.97,4022.068,243.324,156.194,12.747,77.114,811.78,17950.222,525.563,14096.146,879258.372,186994.541,,56.846,331.999,1144.208,5423.452,594.31,402088.294,3.429,,775.916,0.113,10.901,,8229.209,,14142.193,4.507,,28.8,,14.753,,4297.265,278.36,200.112,4.916,658.638,,,64.957,6986.874,,2296.791,,298.725,34.748,,,245.145,337.929,81.887,69.183,1087.149,3478.48,1598.237,4.448,3510.618,6.147,5.105,12647.373,86.431,2620.49,629.078,104.321,51.522,272.982,,1030.999,0.751,1.711,0.74,0.616,,538.954,463.812,2476.077,,3.111,6385.991,75.317,,,2.009,1090.366,337598.1,,617.556,906.635,15.979,5.293,7.213,2183.772,388.542,537.618,,6017.698,1750.0,5.317,,793.707,0.568,32.617,19.906,46.252,,,320.559,5292.127,917.871,,308.848,8776.975,,28.301,31.326,512012.702,,10.389,
1988-12-31,,334.762,3236.833,418.735,1.34,199.069,,704.831,159.702,,3.286,1703.713,0.884,,237.682,0.723,1019.338,10.188,14.22,,23.065,616.353,8.025,57.894,1109.297,1184.279,6862.597,6253.006,967.738,37.448,662.636,1262.937,30994.714,1789.865,201949.559,94.953,9067.317,622.111,783.333,,6.337,,1099.48,,0.703,123.873,29.217,219.581,4.536,82.159,,,136.04,2.581,102.132,1221.276,2608.704,8.902,,1628.639,8.178,121.047,0.939,93.291,3867.244,236.408,164.319,12.893,73.917,794.135,17818.999,524.208,13304.86,818238.886,176075.706,,53.824,327.354,1106.708,5268.044,567.632,381596.006,3.841,,742.119,0.115,8.658,,7488.394,,24465.494,4.22,,26.866,,13.437,,4129.012,274.666,183.488,4.498,588.394,,,61.382,6709.746,,2204.575,,291.821,32.627,,,234.976,323.624,81.494,70.375,1076.843,3267.185,1582.57,4.32,3344.719,6.052,5.179,11952.118,99.83,2467.381,605.978,97.818,48.929,289.789,,1093.386,0.708,1.579,0.718,0.582,,522.57,438.977,2381.35,,2.821,6084.688,68.328,,,1.927,1064.864,316245.1,,588.126,886.682,15.755,5.174,6.388,2125.405,372.414,572.342,,5799.004,1559.804,5.197,,762.446,0.562,32.889,19.406,46.135,,,276.982,4973.65,894.656,,305.476,8465.425,,27.874,36.391,474964.97,,10.784,
1987-12-31,,339.515,3299.524,394.553,1.268,203.042,,676.076,158.182,,3.102,1663.974,0.854,,226.962,0.652,985.557,8.853,13.818,,18.688,614.728,8.054,56.537,1048.528,1127.548,6260.579,6786.767,921.879,35.329,651.446,1174.339,28889.307,1608.145,194062.521,92.468,9025.387,510.312,757.34,,5.85,,1101.051,,0.654,121.259,26.444,211.148,4.452,80.034,,,135.263,2.495,97.07,1166.813,2520.487,8.753,,1569.99,7.476,116.07,0.91,89.796,3637.769,231.867,174.771,12.821,70.659,732.295,17830.636,524.679,12136.395,773530.001,204882.042,,52.257,316.089,1062.157,5208.666,591.237,356143.52,3.786,,699.512,0.106,9.626,,7649.024,,34078.725,3.877,,24.973,,12.388,,3992.974,266.208,166.902,4.137,590.306,,,56.486,6625.857,,2096.682,,264.295,30.154,,,218.183,314.258,80.968,80.337,1007.608,3038.04,1585.31,4.104,3107.752,6.987,5.032,11288.253,110.215,2311.309,586.703,92.859,46.732,291.246,,1090.159,0.642,1.368,0.625,0.566,,512.33,405.618,2395.542,,2.678,5961.985,61.516,,,1.903,1021.942,283220.3,,558.607,863.385,15.097,4.669,5.995,2071.512,360.595,507.753,,5476.017,1376.847,5.083,,692.352,0.582,34.23,19.392,45.177,,,284.444,4592.713,847.454,,301.06,8123.925,,28.354,34.167,451917.123,,9.869,
1986-12-31,,342.254,3322.784,379.076,1.164,198.034,,644.541,155.567,,3.14,1616.587,0.833,,221.845,0.535,1006.434,7.364,13.486,,16.266,593.363,8.029,53.999,1051.012,1068.74,5151.403,6936.079,884.269,33.87,680.642,1133.02,27105.544,1440.99,184174.327,90.978,8790.58,498.706,722.897,,5.46,,1097.869,,0.613,110.118,28.124,202.496,4.343,76.634,,,118.787,2.689,93.795,1139.594,2979.299,8.515,,1547.255,7.062,118.753,0.821,86.694,3521.56,219.571,174.999,12.877,66.64,645.73,17136.401,483.37,11673.499,737217.843,209453.758,,50.422,294.062,1029.302,5234.84,548.967,342092.327,3.7,,661.098,0.116,8.901,,7723.143,,29194.73,3.87,,29.278,,11.917,,3946.605,261.951,158.368,3.8,578.743,,,50.817,6512.766,,2024.96,,271.195,26.29,,,214.537,308.548,79.005,80.908,1006.72,3404.031,1557.581,4.275,2919.383,7.116,4.897,10846.528,102.299,2215.773,573.503,86.274,46.316,288.934,,1093.386,0.593,1.349,0.599,0.563,,527.795,421.467,2257.935,,2.554,5823.263,55.534,,,1.755,1000.915,252276.2,,528.438,851.014,14.18,5.12,5.231,2003.387,354.967,501.478,,5154.767,1257.177,4.901,,709.988,0.573,35.866,18.174,41.06,,,270.117,4416.07,805.91,,278.932,7852.1,,29.199,32.602,440684.609,,9.724,
1985-12-31,,324.104,3329.443,368.393,1.068,184.827,,629.139,152.01,,3.125,1554.634,0.792,,217.874,0.498,979.521,6.821,13.842,,14.976,551.737,8.258,51.281,973.562,1035.101,,6494.999,863.369,32.924,634.97,1069.226,25669.046,1324.439,174038.209,89.194,8394.344,487.29,684.975,,5.272,,1046.095,,0.573,106.372,27.28,193.297,4.335,78.463,,,108.291,2.522,91.384,1114.452,3043.206,8.318,,1510.736,6.77,118.141,0.757,86.607,3415.209,221.789,175.41,12.842,66.162,581.547,16877.342,454.849,11141.326,696306.308,231046.749,,50.209,283.979,1000.682,4995.076,513.053,332674.069,3.507,,617.952,0.118,8.199,,7367.373,,31315.831,3.674,,33.027,,10.836,,3870.73,262.514,156.564,3.499,532.904,,,46.705,6721.994,,1850.523,,250.41,26.909,,,205.169,299.198,77.6,81.738,946.591,3730.616,1496.979,4.185,2767.145,6.871,4.635,10818.116,91.251,2142.566,554.139,83.502,44.66,282.162,,1036.377,0.545,1.168,0.56,0.537,,560.483,401.987,2189.761,,2.535,5815.56,54.828,,,1.759,1000.737,224765.4,,510.905,816.075,12.899,5.246,4.659,1949.048,348.49,526.524,,4880.401,1191.255,4.777,,687.57,0.526,37.083,18.442,38.395,,,334.587,4374.673,772.661,,256.238,7585.7,,29.243,30.733,426370.898,,9.562,
1984-12-31,,329.039,3152.881,355.935,0.99,198.635,,596.587,148.674,,3.154,1498.528,0.784,,214.333,0.506,938.892,6.537,14.078,,13.906,511.338,,50.375,874.719,925.981,,6007.92,823.982,30.305,612.119,990.973,25173.56,1166.907,168793.612,87.445,8355.559,476.061,680.068,,5.033,,1005.624,,0.564,108.678,26.13,179.936,4.308,69.494,,,122.243,2.621,88.464,1096.791,2876.377,8.025,,1478.327,6.396,115.249,0.703,87.13,3252.582,212.645,174.771,12.745,63.502,577.417,16920.162,440.349,10585.151,679570.142,221750.714,,49.25,271.878,973.446,4821.502,517.712,312859.557,3.604,,593.769,0.126,8.563,,6751.526,,25193.768,3.519,,32.828,,10.261,,3826.483,251.04,157.947,3.075,543.489,,,44.555,6579.031,,1751.076,,235.516,26.642,,,193.291,291.457,76.67,85.218,878.767,3443.979,1421.172,3.654,2571.884,6.547,4.475,10414.867,89.384,2311.455,533.536,82.158,51.352,282.445,,992.814,0.512,1.045,0.536,0.507,,512.794,420.154,2120.146,,2.298,6235.885,55.187,,,1.816,1013.009,209140.6,,499.116,777.532,12.98,5.293,4.489,1906.775,336.142,490.72,,4693.729,1138.4,4.589,,662.928,0.498,38.677,17.453,36.826,,,343.243,4509.973,743.885,,252.512,7277.2,,28.953,30.469,403685.785,,9.445,
1983-12-31,,322.588,2985.683,335.788,0.901,194.74,,560.986,148.183,,3.027,1438.441,0.756,,209.174,0.454,935.152,6.074,14.106,,13.055,485.567,,48.159,860.943,924.546,,5590.445,778.704,29.201,556.918,941.486,23774.312,1012.94,163321.234,83.947,7969.481,465.015,629.527,,4.624,,965.409,,0.535,107.334,25.077,166.575,4.252,68.798,,,125.127,2.38,85.793,1080.64,2742.018,8.687,,1437.696,5.906,112.978,0.67,86.688,3207.674,201.559,171.12,12.72,60.858,525.377,16482.061,422.887,10195.604,635262.271,214612.566,,47.72,265.999,943.024,4919.9,512.842,299490.599,3.456,,584.417,0.12,8.137,,6343.132,,17437.638,3.348,,35.801,,9.798,,3760.295,238.239,146.57,2.62,538.11,,,44.127,6362.331,,1653.302,,225.726,28.494,,,176.23,282.64,71.75,86.573,1056.462,3515.037,1342.029,3.208,2447.894,6.375,4.519,10129.558,86.111,2494.116,535.496,83.023,44.273,266.457,,878.796,0.467,0.967,0.502,0.498,,545.702,433.543,2043.598,,2.203,6131.665,50.711,,,1.812,963.861,190371.7,,490.782,728.539,13.754,5.457,4.228,1827.959,326.324,524.824,,4672.023,1076.4,4.481,,626.106,0.346,41.037,16.507,34.474,,,328.618,4649.456,722.617,,255.301,6784.725,,26.423,28.956,372413.26,,9.61,
1982-12-31,,319.078,2832.716,322.253,0.852,187.731,,563.656,144.141,,2.83,1375.053,0.753,,208.524,0.428,954.237,5.659,14.701,,11.783,502.658,,46.757,871.4,891.426,,5232.332,758.101,26.662,592.637,814.019,24459.681,913.381,160790.463,81.429,7858.676,454.149,604.407,,4.391,,940.469,,0.524,102.586,25.799,152.995,4.187,65.52,,,116.024,2.485,83.281,1067.489,2688.253,7.653,,1415.687,6.117,114.209,0.652,88.936,3166.509,208.654,193.348,12.913,61.425,496.013,16363.756,432.184,9460.567,609697.839,194577.671,,48.071,259.294,934.489,5046.051,492.394,290596.21,3.534,,575.253,0.121,7.731,,6158.365,,14210.468,3.338,,37.571,,9.617,,3726.754,229.753,137.948,2.509,567.182,,,41.669,6592.673,,1562.783,,226.991,33.801,,,181.639,277.757,71.839,82.754,1098.92,3702.005,1292.006,2.767,2292.499,6.674,4.369,10447.433,94.971,2448.221,507.098,82.224,46.765,251.375,,828.779,0.476,0.93,0.485,0.495,,567.694,472.354,2158.572,,2.217,6229.832,46.709,,,1.745,981.994,169698.9,,482.804,705.167,13.965,5.75,4.178,1794.264,324.252,516.534,,4713.699,1019.5,4.196,,660.145,0.327,45.756,15.77,32.909,,,346.825,4432.308,695.937,,263.961,6484.325,,25.651,32.122,347747.377,,9.721,
1981-12-31,,310.085,2662.328,322.253,0.86,193.834,,563.302,141.442,,2.659,1332.339,0.791,,207.291,0.463,938.451,5.23,15.303,,10.169,499.681,,44.872,859.369,900.922,,4864.417,780.413,25.93,614.589,772.487,28305.871,837.196,159279.82,78.253,7894.556,443.461,651.907,,4.132,,906.791,,0.512,100.871,25.493,142.59,4.469,64.108,,,114.92,2.513,80.822,1042.292,2582.375,6.337,,1426.934,6.442,115.518,0.624,92.201,3110.52,200.243,212.199,13.285,62.292,481.647,15911.691,423.069,9090.424,596302.235,170081.437,,47.363,255.652,928.287,5035.979,477.683,281104.415,3.302,,547.587,0.113,8.543,,5881.089,,22480.943,3.162,,37.009,,9.518,,3798.934,224.114,130.212,2.335,532.059,,,39.579,6627.249,,1442.599,,207.073,36.306,,,175.023,281.367,69.83,83.436,1075.533,3741.409,1290.476,2.482,2151.824,6.336,4.333,10595.518,95.28,2362.707,532.926,80.483,50.948,241.939,,849.754,0.449,0.91,0.474,0.5,,550.664,531.321,2001.586,,2.264,6120.89,43.578,,,1.774,985.773,156706.0,,476.898,670.102,13.412,6.137,4.13,1772.257,328.554,503.53,,4711.093,967.7,3.947,,685.563,0.29,44.077,15.846,31.818,,,373.687,4096.231,680.652,,291.157,6610.625,,25.153,31.295,321540.896,,10.013,
